CaseId,EventName,Timestamp
44,Calculate Credit Score,2019-01-01T18:12:08
44,Calculate Risk Class,2019-01-02T11:23:35
44,Request Credit Limit,2019-01-03T02:50:17
44,Create Sales Quotation,2019-01-03T18:19:02
44,Create Sales Order,2019-01-04T12:58:32
44,Review of Sales Order,2019-01-06T23:31:45
44,Release Sales Order,2019-01-09T00:10:36
44,Create Delivery,2019-01-09T20:11:39
44,Execute Picking,2019-01-10T08:28:49
44,Post Goods Issue,2019-01-11T15:32:29
44,Create Invoice,2019-01-12T07:01:14
44,Create Return Request,2019-01-23T04:47:23
44,Receive Return,2019-01-30T22:24:32
44,Cancel Invoice,2019-02-02T11:47:18
45,Create Sales Inquiry,2019-01-01T02:16:37
45,Calculate Credit Score,2019-01-01T21:02:25
45,Calculate Risk Class,2019-01-02T13:57:33
45,Request Credit Limit,2019-01-03T02:17:34
45,Create Sales Quotation,2019-01-03T14:56:29
45,Create Sales Order,2019-01-04T09:09:33
45,Change Sales Order,2019-01-06T15:49:47
45,Create Delivery,2019-01-07T07:18:55
45,Execute Picking,2019-01-07T19:29:31
45,Post Goods Issue,2019-01-09T02:06:11
45,Create Invoice,2019-01-09T18:17:24
45,Create Credit Memo Request,2019-01-15T14:14:21
45,Change Invoice,2019-01-18T06:37:38
45,Receive Payment,2019-01-29T01:49:21
46,Create Sales Inquiry,2019-01-01T02:22:49
46,Create Sales Quotation,2019-01-01T15:29:09
46,Change Sales Quotation,2019-01-03T14:38:30
46,Create Sales Order,2019-01-04T07:47:59
46,Create Delivery,2019-01-05T06:36:23
46,Execute Picking,2019-01-05T20:04:47
46,Post Goods Issue,2019-01-07T02:56:55
46,Create Invoice,2019-01-07T18:20:51
46,Create Return Request,2019-01-19T19:00:47
46,Create Delivery,2019-01-20T20:35:38
46,Execute Picking,2019-01-21T07:58:31
46,Post Goods Issue,2019-01-22T08:26:27
46,Create Invoice,2019-01-23T01:29:58
46,Create Credit Memo Request,2019-01-28T09:30:05
46,Change Invoice,2019-01-30T23:13:09
46,Receive Payment,2019-02-12T00:53:01
47,Create Sales Inquiry,2019-01-01T02:29:10
47,Calculate Credit Score,2019-01-01T20:44:40
47,Calculate Risk Class,2019-01-02T12:08:12
47,Request Credit Limit,2019-01-03T02:20:56
47,Create Sales Quotation,2019-01-03T15:36:40
47,Create Sales Order,2019-01-04T12:48:17
47,Create Delivery,2019-01-05T04:02:45
47,Execute Picking,2019-01-05T17:01:47
47,Post Goods Issue,2019-01-06T23:43:12
47,Create Invoice,2019-01-07T13:19:17
47,Receive Payment,2019-01-10T17:02:57
48,Create Sales Inquiry,2019-01-01T02:35:39
48,Create Sales Quotation,2019-01-01T20:51:43
48,Create Sales Order,2019-01-02T20:18:12
48,Review of Sales Order,2019-01-05T00:00:03
48,Reject Sales Order,2019-01-11T03:30:58
49,Create Sales Inquiry,2019-01-01T02:42:17
49,Calculate Credit Score,2019-01-01T19:55:57
49,Calculate Risk Class,2019-01-02T13:44:33
49,Request Credit Limit,2019-01-03T06:02:25
49,Create Sales Quotation,2019-01-03T20:41:25
49,Create Sales Order,2019-01-04T11:06:14
49,Create Delivery,2019-01-05T03:09:23
49,Execute Picking,2019-01-05T14:52:50
49,Post Goods Issue,2019-01-06T19:53:57
49,Create Invoice,2019-01-07T11:26:53
49,Receive Payment,2019-01-10T18:02:49
50,Create Sales Inquiry,2019-01-01T02:49:03
